Name,Academic Press,Conflict Resolution,Course Clarity,Cultural Awareness and Inclusive Classroom Instruction,Guidance,Inclusive Leadership,Personal Attention and Support,Preventing Bullying,Safety,Social Emotional,Student-Student Trust,Student-Teacher Trust,system_code,fiscal_year,location_code,location_name,BEDS,Managed_by_name,location_type_description,Location_Category_Description,Grades_text,Grades_final_text,open_date,Status_descriptions,Primary_building_code,primary_address_line_1,State_code,X_COORDINATE,Y_COORDINATE,LONGITUDE,LATITUDE,Community_district,Council-district,Census_tract,Borough_block_lot,NTA,NTA_Name,Principal_Name,Principal_title,Principal_phone_number,fax_number,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,community_school_sup_name,Tier_3_Support_Location_Name,Tier_3_Support_Leader_Name,Tier_2_Support_Location_Name,HighSchool_Network_Location_Code,HighSchool_Network_Name,HighSchool_Network_Superintendent,Community_district 1,Police_precinct,Simple_Name
"02M300 - Urban Assembly School of Design and Construction, The",70.0,90.0,79.0,87.0,87.0,90.0,76.0,79.0,89.0,68.0,83.0,89.0,02M300,2020,M300,"Urban Assembly School of Design and Construction,",310200011300,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,M535,525 WEST  50TH STREET,NY,986272.0,218160.0,-73.9927,40.765474,104.0,3.0,13500.0,1010790029.0,MN15,Clinton,Meredith Matson,Principal,212-586-0981,212-586-1731,2,2,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 4- Affinity Group,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",104.0,18.0,02
"02M303 - Facing History School, The",70.0,83.0,73.0,83.0,84.0,90.0,72.0,68.0,84.0,62.0,82.0,85.0,02M303,2020,M303,"Facing History School, The",310200011303,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,M535,525 WEST  50TH STREET,NY,986272.0,218160.0,-73.9927,40.765474,104.0,3.0,13500.0,1010790029.0,MN15,Clinton,Dana Panagot,Principal,212-757-2680,212-757-2156,2,2,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 5- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",104.0,18.0,02
"02M305 - Urban Assembly Academy of Government and Law, The",74.0,80.0,75.0,88.0,91.0,92.0,70.0,67.0,83.0,61.0,76.0,86.0,02M305,2020,M305,"Urban Assembly Academy of Government and Law, The",310200011305,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",2005-07-01T00:00:00.000,Open,M445,350 GRAND STREET,NY,987208.0,200619.0,-73.989329,40.717329,103.0,1.0,1800.0,1004080030.0,MN27,Chinatown,Andrea Brand,I.A. Principal,212-505-0745,212-674-8021,2,2,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 4- Affinity Group,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",103.0,7.0,02
02M308 - Lower Manhattan Arts Academy,60.0,72.0,65.0,80.0,79.0,84.0,63.0,66.0,78.0,56.0,78.0,80.0,02M308,2020,M308,Lower Manhattan Arts Academy,310200011308,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,M445,350 GRAND STREET,NY,987208.0,200619.0,-73.989329,40.717329,103.0,1.0,1800.0,1004080030.0,MN27,Chinatown,Derek Premo,Principal,212-505-0143,212-674-8021,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",103.0,7.0,02
02M312 - New York City Lab Middle School for Collaborative Studies,69.0,77.0,78.0,84.0,72.0,80.0,68.0,82.0,85.0,60.0,84.0,82.0,02M312,2020,M312,New York City Lab Middle School for Collaborative,310200010312,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1999-07-01T00:00:00.000,Open,M070,333 WEST  17 STREET,NY,983634.0,209794.0,-74.002222,40.742512,104.0,3.0,8300.0,1007410010.0,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,MEGAN ADAMS,Principal,212-691-6119,212-691-6219,2,2,COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 4- Manhattan,,,,104.0,10.0,02
"02M313 - James Baldwin School, The: A School for Expeditionary Learning",78.0,93.0,85.0,91.0,96.0,96.0,84.0,89.0,86.0,78.0,88.0,96.0,02M313,2020,M313,"James Baldwin School, The: A School for Expedition",310200011313,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,M440,351 WEST  18 STREET,NY,983546.0,210120.0,-74.00254,40.743407,104.0,3.0,8900.0,1007420007.0,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,Brady Smith,Principal,212-627-2812,212-627-9803,2,2,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 5- Affinity Group,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",104.0,10.0,02
"02M316 - Urban Assembly School of Business for Young Women, the",89.0,98.0,94.0,95.0,98.0,98.0,91.0,88.0,93.0,67.0,93.0,95.0,02M316,2020,M316,"Urban Assembly School of Business for Young Women,",310200011316,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,M282,26 BROADWAY,NY,980671.0,196282.0,-74.013303,40.705688,101.0,1.0,900.0,1000220013.0,MN25,Battery Park City-Lower Manhattan,PATRICIA MINAYA,Principal,212-668-0169,212-668-0635,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",101.0,1.0,02
"02M316 - Urban Assembly School of Business for Young Women, the",89.0,98.0,94.0,95.0,98.0,98.0,91.0,88.0,93.0,67.0,93.0,95.0,02M316,2020,M316,"Urban Assembly School of Business for Young Women,",310200011316,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,M282,26 BROADWAY,NY,980671.0,196282.0,-74.013303,40.705688,101.0,1.0,900.0,1000220013.0,MN25,Battery Park City-Lower Manhattan,PATRICIA MINAYA,Principal,212-668-0169,212-668-0635,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",101.0,1.0,02
02M347 - The 47 American Sign Language & English Lower School,70.0,85.0,78.0,86.0,77.0,84.0,77.0,63.0,83.0,63.0,60.0,90.0,02M347,2020,M347,The 47 American Sign Language & English Lower Scho,310200010347,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",2005-07-01T00:00:00.000,Open,M047,223 EAST 23 STREET,NY,989424.0,208287.0,-73.981329,40.738374,106.0,2.0,6400.0,1009040024.0,MN21,Gramercy,DAVID BOWELL,Principal,917-326-6609,,2,2,COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 4- Manhattan,,,,106.0,13.0,02
02M374 - Gramercy Arts High School,63.0,70.0,68.0,82.0,80.0,81.0,58.0,66.0,76.0,51.0,75.0,79.0,02M374,2020,M374,Gramercy Arts High School,310200011374,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2008-07-01T00:00:00.000,Open,M460,40 IRVING PLACE,NY,987835.0,207189.0,-73.987064,40.735361,106.0,2.0,5000.0,1008720057.0,MN21,Gramercy,PAMELA MUDZINGWA MAKIN,I.A. Principal,212-253-7076,212-253-8095,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",106.0,13.0,02
02M376 - NYC iSchool,80.0,90.0,84.0,90.0,90.0,93.0,81.0,83.0,91.0,65.0,93.0,90.0,02M376,2020,M376,NYC iSchool,310200011376,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2008-07-01T00:00:00.000,Open,M615,131 AVENUE OF THE AMERICAS,NY,982848.0,203279.0,-74.005058,40.72463,102.0,3.0,3700.0,1004910016.0,MN24,SoHo-TriBeCa-Civic Center-Little Italy,Isora Bailey,Principal,917-237-7300,212-219-0743,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",102.0,1.0,02
02M392 - Manhattan Business Academy,77.0,90.0,82.0,89.0,86.0,93.0,77.0,77.0,88.0,68.0,84.0,86.0,02M392,2020,M392,Manhattan Business Academy,310200011392,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2009-07-01T00:00:00.000,Open,M440,351 WEST  18 STREET,NY,983546.0,210120.0,-74.00254,40.743407,104.0,3.0,8900.0,1007420007.0,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,KAREN POLSONETTI,Principal,212-647-1983,212-647-1989,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",104.0,10.0,02
02M393 - Business Of Sports School,65.0,78.0,71.0,84.0,86.0,93.0,65.0,70.0,83.0,60.0,74.0,85.0,02M393,2020,M393,Business Of Sports School,310200011393,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",2009-07-01T00:00:00.000,Open,M625,439 WEST 49TH STREET,NY,986932.0,217497.0,-73.990318,40.763655,104.0,3.0,12700.0,1010590015.0,MN15,Clinton,JOSHUA SOLOMON,Principal,212-246-2183,212-246-2913,2,2,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 3- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",104.0,18.0,02
02M394 - Emma Lazarus High School,78.0,91.0,85.0,90.0,86.0,90.0,76.0,90.0,87.0,70.0,92.0,89.0,02M394,2020,M394,Emma Lazarus High School,310200011394,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",2009-07-01T00:00:00.000,Open,M131,100 HESTER STREET,NY,986022.0,200219.0,-73.993607,40.716231,103.0,1.0,1600.0,1003010003.0,MN27,Chinatown,MELODY KELLOGG,Principal,212-925-5017,212-925-5920,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",103.0,5.0,02
02M397 - Spruce Street School,68.0,74.0,80.0,85.0,72.0,88.0,67.0,85.0,88.0,61.0,91.0,82.0,02M397,2020,M397,Spruce Street School,310200010397,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",2009-07-01T00:00:00.000,Open,M971,12 SPRUCE STREET,NY,982855.0,198074.0,-74.005473,40.711321,101.0,1.0,1501.0,1001000001.0,MN25,Battery Park City-Lower Manhattan,NANCY HARRIS,Principal,212-266-4800,212-266-4805,2,2,COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 3- Manhattan,,,,101.0,1.0,02
02M399 - The High School For Language And Diplomacy,65.0,76.0,69.0,82.0,82.0,89.0,64.0,75.0,81.0,56.0,81.0,85.0,02M399,2020,M399,The High School For Language And Diplomacy,310200011399,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2009-07-01T00:00:00.000,Open,M460,40 IRVING PLACE,NY,987835.0,207189.0,-73.987064,40.735361,106.0,2.0,5000.0,1008720057.0,MN21,Gramercy,Sarah Hernandez,Principal,212-253-2480,212-253-2539,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",106.0,13.0,02
02M400 - High School for Environmental Studies,63.0,71.0,67.0,82.0,80.0,84.0,58.0,71.0,79.0,52.0,79.0,81.0,02M400,2020,M400,High School for Environmental Studies,310200011400,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1996-06-05T00:00:00.000,Open,M834,444 WEST 56 STREET,NY,987405.0,219025.0,-73.98861,40.767848,104.0,3.0,13900.0,1010650001.0,MN15,Clinton,Amber Najmi Shadid,Principal,212-262-8113,212-262-0702,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",104.0,18.0,02
02M400 - High School for Environmental Studies,63.0,71.0,67.0,82.0,80.0,84.0,58.0,71.0,79.0,52.0,79.0,81.0,02M400,2020,M400,High School for Environmental Studies,310200011400,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1996-06-05T00:00:00.000,Open,M834,444 WEST 56 STREET,NY,987405.0,219025.0,-73.98861,40.767848,104.0,3.0,13900.0,1010650001.0,MN15,Clinton,Amber Najmi Shadid,Principal,212-262-8113,212-262-0702,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",104.0,18.0,02
02M407 - Institute for Collaborative Education,72.0,79.0,76.0,85.0,79.0,88.0,68.0,70.0,80.0,63.0,82.0,81.0,02M407,2020,M407,Institute for Collaborative Education,310200011407,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12","06,07,08,09,10,11,12",1996-06-05T00:00:00.000,Open,M475,345 EAST  15TH STREET,NY,989075.0,206207.0,-73.98259,40.732665,106.0,2.0,4800.0,1009220008.0,MN21,Gramercy,Peter Karp,Principal,212-475-7972,212-475-0459,2,2,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 5- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",106.0,13.0,02
02M408 - Professional Performing Arts High School,67.0,67.0,67.0,85.0,79.0,81.0,56.0,64.0,75.0,54.0,79.0,77.0,02M408,2020,M408,Professional Performing Arts High School,310200011408,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",1996-06-05T00:00:00.000,Open,M017,328 WEST  48 STREET,NY,987390.0,216649.0,-73.988665,40.761327,104.0,3.0,12700.0,1010380014.0,MN15,Clinton,KEITH RYAN,Principal,212-247-8652,212-247-7514,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",104.0,18.0,02
02M411 - Baruch College Campus High School,74.0,85.0,80.0,88.0,87.0,88.0,74.0,77.0,91.0,61.0,90.0,88.0,02M411,2020,M411,Baruch College Campus High School,310200011411,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1999-07-01T00:00:00.000,Open,M874,55 EAST  25 STREET,NY,988206.0,209567.0,-73.985723,40.741888,105.0,2.0,5600.0,1008550016.0,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,Alicia Perez Katz,Principal,212-683-7440,212-683-7338,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",105.0,13.0,02
02M412 - N.Y.C. Lab School for Collaborative Studies,73.0,83.0,77.0,86.0,75.0,85.0,71.0,79.0,87.0,63.0,89.0,87.0,02M412,2020,M412,N.Y.C. Lab School for Collaborative Studies,310200010412,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1999-07-01T00:00:00.000,Open,M070,333 WEST  17 STREET,NY,983634.0,209794.0,-74.002222,40.742512,104.0,3.0,8300.0,1007410010.0,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BROOKE JACKSON,Principal,212-691-6119,212-691-2147,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",104.0,10.0,02
02M413 - School of the Future High School,66.0,71.0,70.0,81.0,70.0,77.0,63.0,58.0,77.0,57.0,73.0,76.0,02M413,2020,M413,School of the Future High School,310200010413,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",1999-07-01T00:00:00.000,Open,M660,127 EAST  22 STREET,NY,988317.0,208559.0,-73.985323,40.739121,105.0,2.0,6800.0,1008780016.0,MN21,Gramercy,STACY GOLDSTEIN,Principal,212-475-8086,212-475-9273,2,2,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 5- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",105.0,13.0,02
02M414 - N.Y.C. Museum School,67.0,80.0,71.0,83.0,83.0,87.0,60.0,80.0,88.0,55.0,90.0,83.0,02M414,2020,M414,N.Y.C. Museum School,310200010414,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1999-07-01T00:00:00.000,Open,M070,333 WEST  17 STREET,NY,983634.0,209794.0,-74.002222,40.742512,104.0,3.0,8300.0,1007410010.0,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,DARLENE MILLER,Principal,212-675-6206,212-675-6524,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",104.0,10.0,02
02M416 - Eleanor Roosevelt High School,76.0,86.0,78.0,83.0,84.0,84.0,67.0,78.0,91.0,58.0,87.0,82.0,02M416,2020,M416,Eleanor Roosevelt High School,310200010416,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2002-07-01T00:00:00.000,Open,M855,411 EAST 76 STREET,NY,997192.0,219917.0,-73.953276,40.770288,108.0,5.0,13200.0,1014710005.0,MN31,Lenox Hill-Roosevelt Island,DIMITRI SALIANI,Principal,212-772-1220,212-772-1440,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",108.0,19.0,02
02M418 - Millennium High School,71.0,72.0,76.0,79.0,78.0,78.0,62.0,78.0,87.0,52.0,87.0,82.0,02M418,2020,M418,Millennium High School,310200010418,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2002-07-01T00:00:00.000,Open,M824,75 BROAD STREET,NY,981144.0,196017.0,-74.011202,40.704697,101.0,1.0,900.0,1000290070.0,MN25,Battery Park City-Lower Manhattan,COLIN MCEVOY,Principal,212-825-9008,212-825-9095,2,2,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 3- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",101.0,1.0,02
02M419 - Landmark High School,62.0,73.0,64.0,84.0,83.0,89.0,63.0,65.0,79.0,55.0,77.0,82.0,02M419,2020,M419,Landmark High School,310200011419,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1996-06-05T00:00:00.000,Open,M440,351 WEST  18 STREET,NY,983546.0,210120.0,-74.00254,40.743407,104.0,3.0,8900.0,1007420007.0,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,Caron Pinkus,Principal,212-647-7410,212-647-7416,2,2,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 5- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",104.0,10.0,02
02M420 - High School for Health Professions and Human Services,66.0,76.0,66.0,81.0,77.0,83.0,56.0,66.0,80.0,50.0,79.0,81.0,02M420,2020,M420,High School for Health Professions and Human Servi,310200011420,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1996-06-05T00:00:00.000,Open,M475,345 EAST  15TH STREET,NY,989075.0,206207.0,-73.98259,40.732665,106.0,2.0,4800.0,1009220008.0,MN21,Gramercy,ROBERT GENTILE,Principal,212-780-9175,212-979-7261,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",106.0,13.0,02
02M422 - Quest to Learn,64.0,66.0,67.0,79.0,82.0,80.0,63.0,54.0,75.0,55.0,65.0,76.0,02M422,2020,M422,Quest to Learn,310200011422,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2009-07-01T00:00:00.000,Open,M440,351 WEST  18 STREET,NY,983546.0,210120.0,-74.00254,40.743407,104.0,3.0,8900.0,1007420007.0,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,Nicholas Jurman,Principal,212-488-3645,,2,2,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 3- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",104.0,10.0,02
02M425 - Leadership and Public Service High School,69.0,88.0,74.0,87.0,82.0,91.0,69.0,85.0,91.0,65.0,90.0,85.0,02M425,2020,M425,Leadership and Public Service High School,310200011425,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1996-06-05T00:00:00.000,Open,M894,90 TRINITY PLACE,NY,980794.0,197574.0,-74.012465,40.708971,101.0,1.0,1300.0,1000510015.0,MN25,Battery Park City-Lower Manhattan,Philip Santos,Principal,212-346-0007,212-346-0612,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",101.0,1.0,02
02M427 - Manhattan Academy For Arts & Language,72.0,79.0,78.0,87.0,80.0,85.0,76.0,65.0,79.0,63.0,69.0,84.0,02M427,2020,M427,Manhattan Academy For Arts & Language,310200011427,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2010-07-01T00:00:00.000,Open,M620,111 EAST  33RD STREET,NY,989495.0,211251.0,-73.98107,40.74651,105.0,2.0,7200.0,1008897501.0,MN20,Murray Hill-Kips Bay,Siv Boletsis,Principal,212-576-0502,212-576-0518,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",105.0,14.0,02
02M432 - Murray Hill Academy,70.0,83.0,80.0,86.0,83.0,90.0,76.0,75.0,86.0,63.0,80.0,88.0,02M432,2020,M432,Murray Hill Academy,310200011432,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",2010-07-01T00:00:00.000,Open,M620,111 EAST  33RD STREET,NY,989495.0,211251.0,-73.98107,40.74651,105.0,2.0,7200.0,1008897501.0,MN20,Murray Hill-Kips Bay,Anita Manninen Felix,Principal,212-696-0195,212-696-2498,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",105.0,14.0,02
02M437 - Hudson High School of Learning Technologies,61.0,74.0,62.0,79.0,79.0,87.0,60.0,73.0,80.0,56.0,76.0,81.0,02M437,2020,M437,Hudson High School of Learning Technologies,310200011437,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2010-07-01T00:00:00.000,Open,M440,351 WEST  18 STREET,NY,983546.0,210120.0,-74.00254,40.743407,104.0,3.0,8900.0,1007420007.0,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,Michael Wilson,I.A. Principal,212-488-3330,212-488-3335,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",104.0,10.0,02
02M438 - International High School at Union Square,74.0,90.0,83.0,92.0,87.0,89.0,78.0,79.0,89.0,72.0,84.0,87.0,02M438,2020,M438,International High School at Union Square,310200011438,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",2010-07-01T00:00:00.000,Open,M460,40 IRVING PLACE,NY,987835.0,207189.0,-73.987064,40.735361,106.0,2.0,5000.0,1008720057.0,MN21,Gramercy,VADEWATIE RAMSUCHIT,Principal,212-533-2560,212-228-2946,2,2,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 4- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",106.0,13.0,02
02M439 - Manhattan Village Academy,76.0,86.0,78.0,90.0,80.0,89.0,74.0,82.0,88.0,65.0,92.0,88.0,02M439,2020,M439,Manhattan Village Academy,310200011439,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1996-06-05T00:00:00.000,Open,M873,43 WEST  22 STREET,NY,986476.0,209594.0,-73.991966,40.741963,105.0,3.0,5800.0,1008240015.0,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,HECTOR GEAGER,Principal,212-242-8752,212-242-7630,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",105.0,13.0,02
"02M442 - Ballet Tech, NYC Public School for Dance",80.0,89.0,88.0,90.0,94.0,89.0,82.0,93.0,88.0,71.0,93.0,90.0,02M442,2020,M442,"Ballet Tech, NYC Public School for Dance",310200011442,DOE,General Academic,K-8,"04,05,06,07,08","04,05,06,07,08",2001-07-01T00:00:00.000,Open,M905,890 BROADWAY,NY,987165.0,208340.0,-73.989481,40.738521,105.0,2.0,5200.0,1008487502.0,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,ROY ONEILL,Principal,212-254-1803,212-477-5048,2,2,COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 4- Manhattan,,,,105.0,13.0,02
02M449 - Vanguard High School,69.0,82.0,75.0,86.0,84.0,89.0,71.0,69.0,89.0,63.0,81.0,86.0,02M449,2020,M449,Vanguard High School,310200011449,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1999-07-01T00:00:00.000,Open,M480,317 EAST  67 STREET,NY,995392.0,218222.0,-73.959777,40.765638,108.0,5.0,11800.0,1014420001.0,MN31,Lenox Hill-Roosevelt Island,WILLIAM KLANN,Principal,212-517-5175,212-517-5334,2,2,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 5- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",108.0,19.0,02
